in_0,in_1,in_2,in_3,in_4,out_0,out_1
0.19419628580005063,-0.09586380804217606,0.4480236336320831,0.021510523885365382,-0.12197522389577581,-0.35203953127896864,0.3858353979021956
0.23928893933972753,-0.018711334607284257,0.30572844494044293,0.01397014560008583,-0.12340903031016484,-0.1967216275698715,0.36365378345504473
0.2053535350909825,-0.01440427917216274,0.44431590145851946,0.01430263366843942,-0.11299221154847439,-0.32969599386162307,0.46126361173081604
0.2711669786648836,-0.03251905858480327,0.34931616549241307,0.01138547658437724,-0.09717833258861594,-0.22161607056131363,0.40900698115117906
0.25363111701708785,-0.1111983875010381,0.27210615766108215,0.025579530162295992,-0.10521764434362926,-0.17823391914894193,0.2733775388535929
0.20193181368788993,-0.0702764105097119,0.2927668852797662,0.03282653580555575,-0.11218425740072956,-0.21416178000211672,0.3014335836065988
0.24063836779721035,-0.06655213171826978,0.44215517152119826,0.03585984743777828,-0.1098842392841856,-0.331334645711269,0.45285074640487194
0.3003541138504791,-0.021105774856297044,0.3698347787022358,0.022811849487128243,-0.12101780290586082,-0.2342785503097464,0.45954169982762766
0.2616704765528455,-0.11481932430333655,0.2989968862338955,0.026404739721990342,-0.09513302336126479,-0.1988879942245323,0.29962655054616716
0.27366333589147357,-0.08182741318958967,0.3879223330014221,0.03475609933521605,-0.09530340545922457,-0.2718341318242733,0.4173048069896506
0.21743454709366608,-0.09374361531078501,0.536619432162804,0.009054098180818733,-0.12250867772417974,-0.4149453062213645,0.4623679448136696
0.1929432720401166,-0.045805025218115046,0.47026690216699707,0.03239228645473694,-0.10027194507900679,-0.3687318830641721,0.4643951567344924
0.1992198332622402,-0.04928721815737602,0.3889914661208113,0.02655891178160821,-0.13361403608536213,-0.295437696378936,0.386832093296631
0.24603265780012248,-0.03772668656798283,0.5385012728661358,0.010753046964934386,-0.10025761413476976,-0.39749268406113897,0.5402745568565719
0.28971946083623956,-0.012399323469924771,0.37308817959472956,0.041352333931393065,-0.0978851450200516,-0.2468164129378981,0.48556725008904716
0.274416617113182,-0.08441406017119911,0.4850290359348027,0.0072765827656286865,-0.11298018990146824,-0.34557132744545954,0.4650662549029881
0.2783053608668433,-0.033232758242342515,0.4071976848587464,0.03697837649449731,-0.1250499732383514,-0.2838104316274263,0.47677125563703454
0.27926207768545297,-0.05978923711989393,0.4215194160394297,0.016031236978862096,-0.09652618519706296,-0.28762073027072677,0.4512474604893765
0.25099514395864825,-0.05523281964582196,0.4293112940337656,0.024771225568595845,-0.1307437928023217,-0.31111706043326054,0.4448778226426501
0.20273500393014582,-0.02868445940209552,0.4189350225483752,0.031209272171163798,-0.11129833653165339,-0.31807643370186917,0.4415058230874413
0.2766714962651185,-0.025250706009222537,0.597868729615807,0.020624477919574453,-0.13196845062002174,-0.44339791987003585,0.6209898711068588
0.3128052255494286,-0.04442715916249697,0.4851883714723427,0.018430491899367598,-0.11447361235936931,-0.331293524662245,0.5361162589425092
0.3191355142112168,-0.06909239508335364,0.5481665033360167,0.01956805984175391,-0.11751452214606886,-0.38817526078048353,0.568259593062573
0.21239225686791258,-0.10762150935228756,0.43854233192794567,0.02345187507345508,-0.12096795347731798,-0.3393058339018803,0.3804156354695177
0.23467826174222434,-0.039728654068230035,0.5271429909749269,0.019470978515088576,-0.13733424284756016,-0.3989490590779116,0.5221176400828001
0.24428431487833527,-0.03360280488696425,0.5191071936462068,0.03801007936895358,-0.09996660476230945,-0.39326299906540074,0.5521941268041904
0.2857364731656202,-0.06816833140672163,0.5874144659972422,0.021956125243080497,-0.11056656239566783,-0.4355503781675863,0.5838626111419006
0.3139703580495021,-0.0982897964948891,0.47370245251503335,0.025571665225504622,-0.13134124791056825,-0.33258998267484047,0.48005740784378087
0.30943567994155813,-0.008323582168110135,0.48223340669429016,0.030997830852624822,-0.13077892734483276,-0.3322427554304859,0.5732839210640446
0.22569243171748016,-0.034215951048233405,0.5032163083069731,0.022015335823641558,-0.1325487856984769,-0.38142780003042853,0.5057177426584004
0.27708750982028213,-0.11336363008202391,0.46160587746877246,0.024229859043298867,-0.10936646036084749,-0.33551826863278067,0.43690811133634255
0.323790553156755,-0.08832462617632456,0.6110913231542425,0.03395296912636536,-0.10582171206926225,-0.4499535854709643,0.6196155212126748
0.2947854590537889,-0.09264722089287088,0.5600597933316527,0.018854752519153646,-0.1371585456302278,-0.412037154824601,0.5359121991859769
0.26688216266692183,-0.06399640042047748,0.5250896301870642,0.03912608347137458,-0.10742854180524872,-0.3951834998115587,0.5420002176400942
0.3484380033196102,-0.02831814919449209,0.46798017769207645,0.050779933996200115,-0.12903746461949342,-0.31687616798684815,0.5855395191861388
0.26248801482730466,-0.1068135494210494,0.4677488040672991,0.04847735664383472,-0.1366692795738116,-0.35887097607095814,0.4550998540789984
0.2363536763266818,-0.04521128154952494,0.5442674977134834,0.02750261960967789,-0.13168459615109718,-0.41736935657978863,0.5403862617628604
0.34221695634410554,-0.09878897615170913,0.5293619324309173,0.04249973538240696,-0.13488230488467595,-0.37900622154693997,0.5566597886425929
0.269612673555996,-0.021905217987537952,0.558169090085654,0.03454344905969987,-0.1108035712084838,-0.4156618988921595,0.6048748089636621
0.3541541556129641,-0.0499688684440113,0.7078507820414564,0.05582972093772544,-0.10149704349830936,-0.5281178150313749,0.773255643079797
0.2634093781242658,-0.01076440847986539,0.6803716677833577,0.02890024311274783,-0.1122299200644764,-0.5210931660312822,0.7047924343016331
0.3262639584904714,-0.0599571326908737,0.5542519541672937,0.04359785043965763,-0.10714873808345575,-0.4000113999487499,0.6101900806012189
0.3561281994589331,-0.008918148494635738,0.5385986202359032,0.03960386657970603,-0.1124604637928178,-0.366834446659214,0.6589329558759676
0.32193131533493463,-0.06371787046690176,0.6815382798695631,0.03031789192045644,-0.12466610051715903,-0.5088607918121834,0.6910360090911898
0.288387297994909,-0.08503889111382194,0.5902979017937973,0.03172817787238994,-0.10217153957464811,-0.4432429666649032,0.5827535543160494
0.2656256744995811,-0.10243984758641606,0.6731540543951587,0.0266719039860847,-0.12924942363415465,-0.5264338856484665,0.6089489588551389
0.3531423384929134,-0.009190439230192707,0.569028362325781,0.0498788984320622,-0.10237490469845338,-0.39867369819113935,0.6929386638995009
0.2526312328085946,-0.014087928296128236,0.5277561730798226,0.04195705186852369,-0.10718995601899402,-0.3975001751332475,0.584611915142296
0.3006256012810252,-0.023681675108431475,0.7241225273378784,0.03811638092140402,-0.10224302468717342,-0.5507445505958801,0.761624186419069
0.3563280817523068,-0.0798632818913477,0.5646634077574754,0.05819741117867948,-0.11711616146157448,-0.4080834949796015,0.6297023029836832
0.3270453342098301,0.0036780972935383503,0.584493369940954,0.042903437418901756,-0.09965768199968929,-0.4168372961135502,0.6955784130526252
0.31571064777448554,-0.06642528256246177,0.5721139944180329,0.029387909657577847,-0.1078610662193589,-0.41392617130386267,0.5989947870166134
0.3313110068307388,-0.0003999021780638987,0.6467368267316307,0.055877913613166554,-0.13487307780277324,-0.4790681916324877,0.7489001990849424
0.28663886519453835,-0.027762543207846616,0.7589221509113736,0.031197460985654853,-0.1355615865226514,-0.5863572931764032,0.7638124844131953
0.27574166218118884,-0.08134587217641885,0.5483348269025701,0.03968292692315427,-0.11200409995437426,-0.4151618967110616,0.5495705633398685
0.3602367633526563,-0.11085305525377286,0.5490256423100611,0.042989520454597266,-0.13173078200777547,-0.3910857415338375,0.5735466318275929
0.3668328390245654,-0.09656280761229684,0.7514002569073688,0.041166738759167126,-0.10191433276456988,-0.5609630001029634,0.7593390084598722
0.25936394438409394,-0.04395246945264522,0.7755105897364505,0.05115433631352058,-0.1231784193808642,-0.6216223741329311,0.7660241510661755
0.263647351685196,0.012301591853047031,0.5643813129473296,0.033020767773590184,-0.13685883205923197,-0.42005868012753056,0.6311707333445082
0.29944241247755093,-0.07479927512690769,0.6000598919073825,0.05321656446777842,-0.10223062827228946,-0.45629601787771956,0.6265573664129945
0.3084325217377093,-0.06704545378230942,0.7715101525933274,0.056574061462351014,-0.11681184259030516,-0.6048453030137827,0.7778477641959377
0.3632893536203123,-0.0006301262009563208,0.7319384193589471,0.036950001171603714,-0.14245400611687703,-0.5335633316898626,0.818497464646084
0.35262090285462144,-0.025729188247046664,0.7539139257403515,0.03871057915623654,-0.12899003788745989,-0.5599638072858988,0.8107100531468119
0.3568422213851056,-0.09743986521060302,0.7866333501919497,0.05708108734387185,-0.10099158741387469,-0.6030428632668332,0.7954752417657945
0.27036875209229205,0.0061831379229447155,0.762708264104657,0.06950853439386093,-0.12170283713137135,-0.6080161274073024,0.8263304158777125
0.27780438140679464,-0.05391124127754099,0.6453578710497637,0.05764607525114728,-0.10217206343552011,-0.5033784836952837,0.6733495480351639
0.2657243994198964,0.008357321242072691,0.5923601112012927,0.03986463180865734,-0.1266011631209469,-0.44673218068335874,0.6598146011937313
0.37781455959182497,-0.031237149233031124,0.6651334269157629,0.0434846365990773,-0.1364381505692422,-0.4762318258559531,0.7521100281453579
0.2895118600904512,-0.10121026645568681,0.799353892707014,0.06023540119251849,-0.10251459208489522,-0.6415128563129446,0.763133955097034
0.2720642338731434,-0.06984458546716417,0.6405320590258561,0.07189999810631728,-0.11816347838501592,-0.5112820881632156,0.6605038094733021
0.31695615675554517,-0.0936975797476576,0.8117868308688239,0.053307189203486025,-0.10245359295355808,-0.6378933589253654,0.7908957119058301
0.3167059217416451,-0.012802109128736689,0.7390707097114496,0.03839392006364472,-0.10691134932473241,-0.5568542089855539,0.793063225532328
0.32930105390795555,-0.08350472990750887,0.6742786809739839,0.050831639090793655,-0.14177543908186976,-0.5132313934406253,0.6861733537507353
0.27026451493801923,-0.062324484424857496,0.6171923394973838,0.04469626691650494,-0.12867406129920836,-0.47863649912160056,0.6205742028015031
0.29090241098615843,-0.030260851119498083,0.741714720236913,0.04592775295951154,-0.10805869237295752,-0.5747660439772312,0.7695224534364574
0.36551061809446816,-0.036756360584383856,0.5809169876102754,0.05540953576784101,-0.10299024362186199,-0.4107590888542163,0.6893236803022776
0.31509539762382893,-0.06645619249330754,0.7693133453644609,0.046709278081691626,-0.13168882458804548,-0.5968889370855816,0.7685709590446343
0.38612006117329356,-0.04553970673148938,0.6232771873536221,0.05726626792903619,-0.10483703281143468,-0.44234184205786525,0.7293863542075988
0.3828191491416768,-0.06272307419093584,0.6051968554434917,0.04367718967780327,-0.13181991978541563,-0.42576060855813613,0.67850278140857
0.2993996891931714,-0.016459232360974362,0.7107177260111257,0.07615288178844919,-0.10683808096335015,-0.5565456313147741,0.7903410700128136
0.3094966805340261,-0.10017038416670578,0.832450413079301,0.07063947624054082,-0.1277762851577031,-0.6696657908276359,0.8072138665260932
0.35366054444868306,-0.09398323476435895,0.6261635527794333,0.05077791461554098,-0.12170321405799606,-0.4617696833365652,0.6568360404088657
0.3533895843686968,-0.01377568690277371,0.8142243355658716,0.055173299938041924,-0.1243205955278882,-0.6182486097875199,0.8870680073584415
0.3354248575171788,-0.09599825303690684,0.8144782882188076,0.04543171278746004,-0.13283603805331837,-0.6322931175310417,0.7886297766205383
0.3773265129473457,-0.0853675718285952,0.603371094139859,0.07333447146829171,-0.1298127232390678,-0.44289138564940317,0.6798395792857578
0.32124702301447094,-0.04585324834272704,0.5919541163694061,0.07795392983959065,-0.10664149609957137,-0.4490075194728976,0.682061611306139
0.33256908064879903,-0.08484353075343165,0.6895029591586815,0.06086251239115343,-0.1204391404429262,-0.5285686651250074,0.712965774388329
0.3345597416513054,-0.0034700842021431846,0.727738630277879,0.06173311775091965,-0.1110952944753841,-0.5501679784759008,0.8239637369964621
0.31196940495183134,-0.006260146167316401,0.6114542415060845,0.07630381308051967,-0.10451384371239468,-0.4633617730411125,0.7280513493876094
0.3725218178276478,-0.0748956329408074,0.6619383869831174,0.06077299525486391,-0.10915155975758242,-0.4872041117555103,0.727044257568246
0.3718661532115608,-0.0524613661305968,0.6996155353377834,0.0832016820476438,-0.11231908197387977,-0.5281612389708864,0.7977505423385235
0.2868454033069937,-0.0949751562038976,0.6318555193213091,0.0523666232341704,-0.12449595376434021,-0.49288348588196,0.6200328398593977
0.37883842425154984,0.026774400056512257,0.7418838768301653,0.08135525680858759,-0.14244949318852954,-0.5534639576051519,0.9021022105549091
0.36996046874493127,-0.05796196717474891,0.8275664569631657,0.055005501001755885,-0.1387461478209521,-0.630653639327585,0.8635356423483083
0.3911195023930213,-0.04200267434670821,0.6128804494159475,0.08206175591749608,-0.13875570941715715,-0.44501506589123374,0.7425825584436004
0.3407764564028667,0.020259685343825568,0.7659024126425282,0.06985869485004187,-0.10480811512274645,-0.5814237883894039,0.8895720749372245
0.3016017958894461,-0.06564088478191589,0.7634441388486799,0.05798466548038972,-0.1259549554494883,-0.6015027442893027,0.76772469001603
